name,category,subcategory,price,unit,image,status,stock_count
DMart Premia Lukhnowi Badishep : 100 gms,Fresh Produce,Vegetables,60.0,100 g,/api/placeholder/200/200,active,100
DMart Premia Cassia Taj (Dalchina chekka) : 100 gms,Fresh Produce,Vegetables,93.0,100 g,/api/placeholder/200/200,active,100
Mamra - Puffed Rice (Murmuralu) : 500 gms,Fresh Produce,Vegetables,60.0,500 g,/api/placeholder/200/200,active,100
DMart Premia Ajma (Vamu) : 100 gm,Fresh Produce,Vegetables,53.0,100 g,/api/placeholder/200/200,active,100
Jaggery : 900 gms,Fresh Produce,Vegetables,90.0,900 g,/api/placeholder/200/200,active,100
DMart Premia Kasoori Methi (Menthulu) : 100 gms,Fresh Produce,Vegetables,89.0,100 g,/api/placeholder/200/200,active,100
DMart Premia Lawang : 20 gms,Fresh Produce,Vegetables,43.0,20 g,/api/placeholder/200/200,active,100
Farmley Cream & Onion Makhana Jar : 83 gms,Fresh Produce,Vegetables,259.0,83 g,/api/placeholder/200/200,active,100
DMart Premia Mix Pulse (Sprout) : 500 gms,Fresh Produce,Vegetables,95.0,500 g,/api/placeholder/200/200,active,100
Farmley Tangy Tomato Makhana Jar : 83 gms,Fresh Produce,Vegetables,259.0,83 g,/api/placeholder/200/200,active,100
Farmley Minty Pudina Makhana Jar : 83 gms,Fresh Produce,Vegetables,259.0,83 g,/api/placeholder/200/200,active,100
Farmley Cheese & Herbs Makhana : 83 gm,Fresh Produce,Vegetables,259.0,83 g,/api/placeholder/200/200,active,100
Khetika Naturale Premium Raw Makhana : 250 g,Fresh Produce,Vegetables,449.0,250 g,/api/placeholder/200/200,active,100
Nutraj Dried Figs (Anjeer) : 500 gms,Fresh Produce,Vegetables,899.0,500 g,/api/placeholder/200/200,active,100
Healthy Crunch Anjeer (Figs) : 250 gms,Fresh Produce,Vegetables,375.0,250 g,/api/placeholder/200/200,active,100
DMart Premia Groundnut (Veru Senega/Palleelu) : 1 kg,Fresh Produce,Vegetables,205.0,1 kg,/api/placeholder/200/200,active,100
Organic Tattva Groundnuts (Peanuts) : 500 gms,Fresh Produce,Vegetables,185.0,500 g,/api/placeholder/200/200,active,100
VSR Raw Peanut (Veru Senega/Palleelu) : 1 kg,Fresh Produce,Vegetables,238.0,1 kg,/api/placeholder/200/200,active,100
VSR Raw Peanut (Veru Senega/Palleelu) : 500 gms,Fresh Produce,Vegetables,120.0,500 g,/api/placeholder/200/200,active,100
Pro Nature Organic Raw Peanuts : 1 kg,Fresh Produce,Vegetables,336.0,1 kg,/api/placeholder/200/200,active,100
Pro Nature 100% Organic Raw Peanuts : 500 gm,Fresh Produce,Vegetables,174.0,500 g,/api/placeholder/200/200,active,100
DMart Premia Sugar : 5 kgs,Fresh Produce,Vegetables,264.0,5 kg,/api/placeholder/200/200,active,100
DMart Premia Jeera (Jeelakarra) : 200 gms,Fresh Produce,Vegetables,112.0,200 g,/api/placeholder/200/200,active,100
DMart Premia Poha Jada (Atukulu) : 1 kg,Fresh Produce,Vegetables,85.0,1 kg,/api/placeholder/200/200,active,100
Premium Jaggery : 900 gms,Fresh Produce,Vegetables,90.0,900 g,/api/placeholder/200/200,active,100
DMart Premia Green Elaichi (Elakulu) : 50 gms,Fresh Produce,Vegetables,354.0,50 g,/api/placeholder/200/200,active,100
DMart Premia Sabudana : 1 kg,Fresh Produce,Vegetables,82.0,1 kg,/api/placeholder/200/200,active,100
DMart Premia Green Elaichi Economy (Elakulu) : 10 gms,Fresh Produce,Vegetables,60.0,10 g,/api/placeholder/200/200,active,100
DMart Premia Black Pepper : 100 gms,Fresh Produce,Vegetables,158.0,100 g,/api/placeholder/200/200,active,100
DMart Premia Til White (Nuvvulu) : 100 gms,Fresh Produce,Vegetables,33.0,100 g,/api/placeholder/200/200,active,100
DMart Premia Kashmiri Chilli Powder Deluxe : 200 gms,Fresh Produce,Vegetables,164.0,200 g,/api/placeholder/200/200,active,100
Keshar Premium Natural Jaggery Jar : 800 gms,Fresh Produce,Vegetables,125.0,800 g,/api/placeholder/200/200,active,100
DMart Premia Dry Coconut : 500 gms,Fresh Produce,Vegetables,250.0,500 g,/api/placeholder/200/200,active,100
DMart Premia Badishep : 200 gms,Fresh Produce,Vegetables,123.0,200 g,/api/placeholder/200/200,active,100
DMart Premia Poha Patla (Atukulu) : 500 gms,Fresh Produce,Vegetables,52.0,500 g,/api/placeholder/200/200,active,100
DMart Premia Khaskhas (Gasagasaalu) : 100 gms,Fresh Produce,Vegetables,205.0,100 g,/api/placeholder/200/200,active,100
DMart Premia Dhaniya : 400 gms,Fresh Produce,Vegetables,146.0,400 g,/api/placeholder/200/200,active,100
DMart Premia Haldi Powder Deluxe (Pasupu) : 200 gms,Fresh Produce,Vegetables,78.0,200 g,/api/placeholder/200/200,active,100
DMart Premia Coconut Powder : 200 gms,Fresh Produce,Vegetables,112.0,200 g,/api/placeholder/200/200,active,100
DMart Premia Dhania Powder Deluxe : 1 kg,Fresh Produce,Vegetables,200.0,1 kg,/api/placeholder/200/200,active,100
DMart Premia Lukhnowi Badishep : 100 gms,Fresh Produce,Vegetables,60.0,100 g,/api/placeholder/200/200,active,100
DMart Premia Cassia Taj (Dalchina chekka) : 100 gms,Fresh Produce,Vegetables,93.0,100 g,/api/placeholder/200/200,active,100
Mamra - Puffed Rice (Murmuralu) : 500 gms,Fresh Produce,Vegetables,60.0,500 g,/api/placeholder/200/200,active,100
DMart Premia Ajma (Vamu) : 100 gm,Fresh Produce,Vegetables,53.0,100 g,/api/placeholder/200/200,active,100
Jaggery : 900 gms,Fresh Produce,Vegetables,90.0,900 g,/api/placeholder/200/200,active,100
DMart Premia Kasoori Methi (Menthulu) : 100 gms,Fresh Produce,Vegetables,89.0,100 g,/api/placeholder/200/200,active,100
DMart Premia Lawang : 20 gms,Fresh Produce,Vegetables,43.0,20 g,/api/placeholder/200/200,active,100
Priya Sunflower Oil : 5 Litres,Fresh Produce,Vegetables,1010.0,,/api/placeholder/200/200,active,100
Gold Drop Refined Sunflower Oil (2 L) : 1.820 kg,Fresh Produce,Vegetables,350.0,820 kg,/api/placeholder/200/200,active,100
Gold Drop Refined Sunflower Oil Tin (15 L),Fresh Produce,Vegetables,,,/api/placeholder/200/200,active,100
RRO Primio Refined Groundnut Oil : 5 Litres,Fresh Produce,Vegetables,1275.0,,/api/placeholder/200/200,active,100
Gramiyaa Wood Cold Pressed Groundnut Oil (1 L) : 910 g,Fresh Produce,Vegetables,490.0,910 g,/api/placeholder/200/200,active,100
Vijaya Groundnut Oil : 1 Litre,Fresh Produce,Vegetables,173.0,,/api/placeholder/200/200,active,100
Tata Simply Better Cold Pressed Groundnut Oil : 1 L,Fresh Produce,Vegetables,500.0,,/api/placeholder/200/200,active,100
Freedom Groundnut Oil : 1 Litre,Fresh Produce,Vegetables,215.0,,/api/placeholder/200/200,active,100
Gramiyaa Wood Cold Pressed Coconut Oil : 500 ml,Fresh Produce,Vegetables,310.0,500 ml,/api/placeholder/200/200,active,100
As Brand Filtered Groundnut Oil : 1 Litre,Fresh Produce,Vegetables,180.0,,/api/placeholder/200/200,active,100
Saffola Gold Oil (1 L) : 910 g,Fresh Produce,Vegetables,197.0,910 g,/api/placeholder/200/200,active,100
Saffola Active Oil (15 L) : 13.650 kg,Fresh Produce,Vegetables,2955.0,650 kg,/api/placeholder/200/200,active,100
Saffola Tasty Oil : 1 Litre,Fresh Produce,Vegetables,187.0,,/api/placeholder/200/200,active,100
Sundrop Heart Oil : 5 Litres,Fresh Produce,Vegetables,1265.0,,/api/placeholder/200/200,active,100
Freedom Rice Bran Oil : 1 Litre,Fresh Produce,Vegetables,194.0,,/api/placeholder/200/200,active,100
Healthy Heart Refined Rice Bran Oil : 910 gms,Fresh Produce,Vegetables,185.0,910 g,/api/placeholder/200/200,active,100
Priya Rice Rich Rice Bran Oil : 1 Litre,Fresh Produce,Vegetables,210.0,,/api/placeholder/200/200,active,100
Vijaya Ricebran Oil : 1 Litre,Fresh Produce,Vegetables,161.0,,/api/placeholder/200/200,active,100
Patanjali Kachi Ghani Mustard Oil (1 L) : 910 g,Fresh Produce,Vegetables,190.0,910 g,/api/placeholder/200/200,active,100
Fortune Kachi Ghani Mustard Oil Bottle (1 L) : 910 g,Fresh Produce,Vegetables,225.0,910 g,/api/placeholder/200/200,active,100
Tez Mustard Kachchi Ghani Oil Bottle (1 L) : 910 g,Fresh Produce,Vegetables,230.0,910 g,/api/placeholder/200/200,active,100
Tata Simply Better Cold Pressed Mustard Oil : 1 L,Fresh Produce,Vegetables,350.0,,/api/placeholder/200/200,active,100
Gramiyaa Wood Cold Pressed Mustard Oil : 1 Litre,Fresh Produce,Vegetables,490.0,,/api/placeholder/200/200,active,100
Dabur Cold Pressed Mustard Oil : 910 g,Fresh Produce,Vegetables,310.0,910 g,/api/placeholder/200/200,active,100
Ruchi Gold Refined Palmolein Oil : 850 gm,Fresh Produce,Vegetables,177.0,850 g,/api/placeholder/200/200,active,100
Borges Olive Oil For Indian Cooking (2 L) : 1.832 kg,Fresh Produce,Vegetables,4200.0,832 kg,/api/placeholder/200/200,active,100
Tilsona Til Oil Bottle (1 L) : 915 g,Fresh Produce,Vegetables,435.0,915 g,/api/placeholder/200/200,active,100
RRO Til Dil Premium Til Oil Bottle : 1 Litre,Fresh Produce,Vegetables,415.0,,/api/placeholder/200/200,active,100
Idhayam Gingelly Oil (1 L) : 914 g,Fresh Produce,Vegetables,477.0,914 g,/api/placeholder/200/200,active,100
KLF Coconad 100% Edible Coconut Oil (1 L) : 912 g,Fresh Produce,Vegetables,375.0,912 g,/api/placeholder/200/200,active,100
Borges Extra Virgin Olive Oil (1 L) : 916 g,Fresh Produce,Vegetables,2300.0,916 g,/api/placeholder/200/200,active,100
Figaro Olive Oil Tin (200 ml) : 182 g,Fresh Produce,Vegetables,474.0,182 g,/api/placeholder/200/200,active,100
Figaro Extra Virgin Olive Oil Bottle (250 ml) : 228 g,Fresh Produce,Vegetables,599.0,228 g,/api/placeholder/200/200,active,100
Pooja Branded Gingelly Oil : 1 Litre,Fresh Produce,Vegetables,270.0,,/api/placeholder/200/200,active,100
As Brand Gingelly Oil : 1 Litre,Fresh Produce,Vegetables,479.0,,/api/placeholder/200/200,active,100
Tata Simply Better Cold Pressed Sesame Oil : 1 L,Fresh Produce,Vegetables,649.0,,/api/placeholder/200/200,active,100
Vijaya Palm Oil : 1 Litre,Fresh Produce,Vegetables,167.0,,/api/placeholder/200/200,active,100
First Klass Refined Palmolein Oil : 850 gms,Fresh Produce,Vegetables,174.0,850 g,/api/placeholder/200/200,active,100
KLF Nirmal Coconut Oil Jar : 1 Litre,Fresh Produce,Vegetables,430.0,,/api/placeholder/200/200,active,100
Nirmal Virgin Cold Pressed Edible Coconut Oil : 500 ml,Fresh Produce,Vegetables,420.0,500 ml,/api/placeholder/200/200,active,100
Cesar Olive Pomace Oil : 1 Litre,Fresh Produce,Vegetables,1000.0,,/api/placeholder/200/200,active,100
Nirmal Virgin Cold Pressed Edible Coconut Oil : 250 ml,Fresh Produce,Vegetables,240.0,250 ml,/api/placeholder/200/200,active,100
Cesar Olive Pomace Oil : 5 Litres,Fresh Produce,Vegetables,4600.0,,/api/placeholder/200/200,active,100
Patanjali Cow Ghee (Neyyi) : 1 Litre,Fresh Produce,Vegetables,720.0,5 g,/api/placeholder/200/200,active,100
Milky Mist Ghee Pouch (1 L) : 910 g,Fresh Produce,Vegetables,729.0,910 g,/api/placeholder/200/200,active,100
Dodla Pure Cow Ghee (Neyyi) : 1 Litre,Fresh Produce,Vegetables,760.0,,/api/placeholder/200/200,active,100
Gits Cow Ghee Jar : 181 g,Fresh Produce,Vegetables,169.0,181 g,/api/placeholder/200/200,active,100
Amul High Aroma Cow Ghee Tin (Neyyi) : 1 Litre,Fresh Produce,Vegetables,705.0,,/api/placeholder/200/200,active,100
Godrej Jersey Cow Ghee Pouch (Neyyi) : 1 Litre,Fresh Produce,Vegetables,779.0,,/api/placeholder/200/200,active,100
Haribol Desi Cow A2 Ghee (Neyyi) : 225 ml,Fresh Produce,Vegetables,495.0,200 g,/api/placeholder/200/200,active,100
Organic India Organic Cow Ghee : 500 ml,Fresh Produce,Vegetables,849.0,500 ml,/api/placeholder/200/200,active,100
Milky Mist Cow Ghee : 1 Litre,Fresh Produce,Vegetables,829.0,,/api/placeholder/200/200,active,100
Vijaya Pure Cow Ghee (Neyyi) : 1 Litre,Fresh Produce,Vegetables,690.0,,/api/placeholder/200/200,active,100
Godrej Jersey Cow Ghee Jar (Neyyi) : 1 Litre,Fresh Produce,Vegetables,799.0,,/api/placeholder/200/200,active,100
Gits Cow Ghee Pouch : 905 g,Fresh Produce,Vegetables,699.0,905 g,/api/placeholder/200/200,active,100
HariBol Desi Gir Cow Ghee : 902 g,Fresh Produce,Vegetables,2090.0,902 g,/api/placeholder/200/200,active,100
Amul Pure Ghee Pouch (Neyyi) : 1 Litre,Fresh Produce,Vegetables,635.0,905 g,/api/placeholder/200/200,active,100
Amul Ghee Refill (Neyyi) : 1 Litre,Fresh Produce,Vegetables,635.0,,/api/placeholder/200/200,active,100
GRB Ghee (Neyyi) : 500 ml,Fresh Produce,Vegetables,425.0,500 ml,/api/placeholder/200/200,active,100
GRB Ghee (Neyyi) : 500 ml,Fresh Produce,Vegetables,419.0,500 ml,/api/placeholder/200/200,active,100
Vijaya Pure Ghee Pouch (Neyyi) : 1 Litre,Fresh Produce,Vegetables,690.0,,/api/placeholder/200/200,active,100
Durga Fresh & Pure Ghee (Neyyi) : 500 ml,Fresh Produce,Vegetables,408.0,500 ml,/api/placeholder/200/200,active,100
Durga Ghee (Neyyi) : 1 Litre,Fresh Produce,Vegetables,790.0,,/api/placeholder/200/200,active,100
Creamline Jersey Ghee (Neyyi) : 1 Litre,Fresh Produce,Vegetables,779.0,,/api/placeholder/200/200,active,100
Dodla Ghee Jar (Neyyi) : 200 ml,Fresh Produce,Vegetables,180.0,200 ml,/api/placeholder/200/200,active,100
Aashirvaad Superior MP Atta (Godhuma pindi) : 10 kgs,Fresh Produce,Vegetables,638.0,10 kg,/api/placeholder/200/200,active,100
Patanjali Whole Wheat Atta (Godhuma pindi) : 10 kgs,Fresh Produce,Vegetables,600.0,10 kg,/api/placeholder/200/200,active,100
Wheat Flour Chakki Atta : 10 kgs,Fresh Produce,Vegetables,500.0,10 kg,/api/placeholder/200/200,active,100
Pillsbury Multi Grain Atta (Godhuma Pindi) : 5 kgs,Fresh Produce,Vegetables,394.0,5 kg,/api/placeholder/200/200,active,100
Wheat Flour Chakki Atta (Godhuma pindi) : 5 kgs,Fresh Produce,Vegetables,250.0,5 kg,/api/placeholder/200/200,active,100
Pillsbury Sharbati Wheat Gold Atta : 5 kg,Fresh Produce,Vegetables,372.0,5 kg,/api/placeholder/200/200,active,100
Organic Tattva Organic Wheat Flour : 5 kgs,Fresh Produce,Vegetables,399.0,5 kg,/api/placeholder/200/200,active,100
DMart Premia Premia Rice Atta (Biyyam Pindi) : 1 kg,Fresh Produce,Vegetables,72.0,1 kg,/api/placeholder/200/200,active,100
Aashirvaad Organic Whole Wheat Atta : 5 kgs,Fresh Produce,Vegetables,399.0,5 kg,/api/placeholder/200/200,active,100
Patanjali Whole Wheat Atta (Godhuma pindi) : 5 kgs,Fresh Produce,Vegetables,315.0,5 kg,/api/placeholder/200/200,active,100
Aashirvaad Sugar Release Control Atta (Godhuma pindi) : 5 kgs,Fresh Produce,Vegetables,445.0,5 kg,/api/placeholder/200/200,active,100
Srivari Whole Wheat Chakki Fresh Atta : 5 kg,Fresh Produce,Vegetables,325.0,5 kg,/api/placeholder/200/200,active,100
Pillsbury Wheat Atta (Godhuma pindi) : 2 kgs,Fresh Produce,Vegetables,131.0,2 kg,/api/placeholder/200/200,active,100
24 Mantra Organic Whole Wheat Atta : 5 kgs,Fresh Produce,Vegetables,395.0,,/api/placeholder/200/200,active,100
Pillsbury Chakki Fresh Wheat Atta (Godhuma pindi) : 1 kg,Fresh Produce,Vegetables,71.0,1 kg,/api/placeholder/200/200,active,100
24 Mantra Organic Ragi Flour (Ragi Pindi) : 500 gms,Fresh Produce,Vegetables,75.0,500 g,/api/placeholder/200/200,active,100
Gb Whole Wheat Atta : 1 Kg,Fresh Produce,Vegetables,55.0,1 kg,/api/placeholder/200/200,active,100
Pro Nature Whole Wheat Flour : 5 Kg,Fresh Produce,Vegetables,419.0,,/api/placeholder/200/200,active,100
Annapurna Chakki Farm Fresh Atta : 10 kg,Fresh Produce,Vegetables,614.0,10 kg,/api/placeholder/200/200,active,100
Pillsbury Multi Grains Atta : 1 kg,Fresh Produce,Vegetables,80.0,1 kg,/api/placeholder/200/200,active,100
Manna Sprouted Ragi Flour : 500 gms,Fresh Produce,Vegetables,109.0,500 g,/api/placeholder/200/200,active,100
Srivari Whole Wheat Chakki Fresh Atta : 10 kg,Fresh Produce,Vegetables,650.0,10 kg,/api/placeholder/200/200,active,100
24 Mantra Organic Sattu Atta (Gondhuma Pindi) : 500 gms,Fresh Produce,Vegetables,160.0,500 g,/api/placeholder/200/200,active,100
Srivari Whole Wheat Chakki Fresh Atta : 1 kg,Fresh Produce,Vegetables,75.0,1 kg,/api/placeholder/200/200,active,100
DMart Premia Idli Rava : 500 gms,Fresh Produce,Vegetables,39.0,500 g,/api/placeholder/200/200,active,100
DMart Premia Rava Small,Fresh Produce,Vegetables,,,/api/placeholder/200/200,active,100
DMart Premia Bajari : 1 kg,Fresh Produce,Vegetables,66.0,1 kg,/api/placeholder/200/200,active,100
DMart Premia Lapsi Rava Small : 500 gms,Fresh Produce,Vegetables,40.0,500 g,/api/placeholder/200/200,active,100
True Elements Whole Grain Quinoa : 1 kg,Fresh Produce,Vegetables,650.0,,/api/placeholder/200/200,active,100
DMart Premia Lapsi Rava : 500 gms,Fresh Produce,Vegetables,39.0,500 g,/api/placeholder/200/200,active,100
VSR Idly Rawa : 1 kg,Fresh Produce,Vegetables,66.0,1 kg,/api/placeholder/200/200,active,100
VSR Wheat Rawa : 1 kg,Fresh Produce,Vegetables,80.0,1 kg,/api/placeholder/200/200,active,100
DMart Healthy Choice Little Millet : 500 gms,Fresh Produce,Vegetables,70.0,500 g,/api/placeholder/200/200,active,100
DMart Healthy Choice Barnyard Millet : 500 gms,Fresh Produce,Vegetables,88.0,500 g,/api/placeholder/200/200,active,100
DMart Healthy Choice Proso Millet Healthy Choice : 500 gms,Fresh Produce,Vegetables,99.0,500 g,/api/placeholder/200/200,active,100
DMart Premia Kesari Rava : 500 gms,Fresh Produce,Vegetables,39.0,500 g,/api/placeholder/200/200,active,100
VSR Brown Rawa : 500 gms,Fresh Produce,Vegetables,100.0,500 g,/api/placeholder/200/200,active,100
Manna Ethnic Barnyard Millet : 500 gms,Fresh Produce,Vegetables,139.0,500 g,/api/placeholder/200/200,active,100
Desi Nutri Brown Top Millet Hari Kangni : 500 gm,Fresh Produce,Vegetables,230.0,500 g,/api/placeholder/200/200,active,100
Desi Nutri Barnyard Millet Sanwa : 500 gm,Fresh Produce,Vegetables,150.0,500 g,/api/placeholder/200/200,active,100
VSR Foxtail Millet : 500 gms,Fresh Produce,Vegetables,95.0,500 g,/api/placeholder/200/200,active,100
Parry's Foxtail Millet : 500 g,Fresh Produce,Vegetables,90.0,500 g,/api/placeholder/200/200,active,100
Parry's Little Millet : 500 g,Fresh Produce,Vegetables,110.0,500 g,/api/placeholder/200/200,active,100
Parry's Kodo Millet : 500 g,Fresh Produce,Vegetables,100.0,500 g,/api/placeholder/200/200,active,100
Parry's Barnyard Millet : 500 g,Fresh Produce,Vegetables,110.0,500 g,/api/placeholder/200/200,active,100
DMart Premia Besan (Senagapindi) : 1 kg,Fresh Produce,Vegetables,135.0,1 kg,/api/placeholder/200/200,active,100
DMart Premia Maida : 500 gms,Fresh Produce,Vegetables,37.0,500 g,/api/placeholder/200/200,active,100
Tata Sampann Fine Besan (Senagapindi) : 1 kg,Fresh Produce,Vegetables,166.0,,/api/placeholder/200/200,active,100
VSR Bombay Rawa : 1 kg,Fresh Produce,Vegetables,72.0,1 kg,/api/placeholder/200/200,active,100
DMart Premia Nachni Atta (Ragi Pindi) : 500 gms,Fresh Produce,Vegetables,46.0,500 g,/api/placeholder/200/200,active,100
Manna Health Mix : 500 gms,Fresh Produce,Vegetables,279.0,500 g,/api/placeholder/200/200,active,100
VSR Wheat Rawa : 500 gms,Fresh Produce,Vegetables,42.0,500 g,/api/placeholder/200/200,active,100
VSR Besan (Senagapindi) : 500 gms,Fresh Produce,Vegetables,89.0,500 g,/api/placeholder/200/200,active,100
Weikfield Corn Flour : 500 gms,Fresh Produce,Vegetables,90.0,500 g,/api/placeholder/200/200,active,100
Weikfield Corn Flour : 100 gms,Fresh Produce,Vegetables,30.0,100 g,/api/placeholder/200/200,active,100
Manna Ethnic Foxtail Millet : 500 gms,Fresh Produce,Vegetables,139.0,500 g,/api/placeholder/200/200,active,100
Manna Ethnic Millets Little Millets : 500 gms,Fresh Produce,Vegetables,139.0,500 g,/api/placeholder/200/200,active,100
Sri Aharya Sprouted & Roasted Ragi Flour : 500 gms,Fresh Produce,Vegetables,69.0,500 g,/api/placeholder/200/200,active,100
24 Mantra Organic Besan (Senagapindi) : 500 gms,Fresh Produce,Vegetables,135.0,500 g,/api/placeholder/200/200,active,100
VSR Ragi Flour : 1 kg,Fresh Produce,Vegetables,92.0,1 kg,/api/placeholder/200/200,active,100
VSR Ragi Flour : 500 gms,Fresh Produce,Vegetables,48.0,500 g,/api/placeholder/200/200,active,100
Pro Nature Sooji : 500 g,Fresh Produce,Vegetables,74.0,500 g,/api/placeholder/200/200,active,100
VSR Quinoa : 500 gms,Fresh Produce,Vegetables,195.0,500 g,/api/placeholder/200/200,active,100
Desi Nutri Sprouted Ragi Flour : 450 gm,Fresh Produce,Vegetables,165.0,450 g,/api/placeholder/200/200,active,100
Desi Nutri Multi Roti Mix : 450 gm,Fresh Produce,Vegetables,190.0,450 g,/api/placeholder/200/200,active,100
Desi Nutri Finger Millet Flour : 450 gm,Fresh Produce,Vegetables,129.0,450 g,/api/placeholder/200/200,active,100
Sona Masoori Kurnool Rice : 26 kgs,Fresh Produce,Vegetables,2210.0,26 kg,/api/placeholder/200/200,active,100
Sona Masoori Premium Kurnool Rice : 26 kgs,Fresh Produce,Vegetables,2600.0,26 kg,/api/placeholder/200/200,active,100
Premium Sona Masuri Rice : 26 kgs,Fresh Produce,Vegetables,1820.0,26 g,/api/placeholder/200/200,active,100
Karnool Sona Masuri Rice :26 kgs,Fresh Produce,Vegetables,2080.0,26 kg,/api/placeholder/200/200,active,100
Sona Masoori Premium Kurnool Rice (Biyyam) : 10 kgs,Fresh Produce,Vegetables,1000.0,10 kg,/api/placeholder/200/200,active,100
Sona Masoori Kurnool Rice (Biyyam) : 5 kgs,Fresh Produce,Vegetables,450.0,5 kg,/api/placeholder/200/200,active,100
Sona Raw Rice : 26 kgs,Fresh Produce,Vegetables,1820.0,26 kg,/api/placeholder/200/200,active,100
Sona Masoori Kurnool Rice (Biyyam) : 10 kgs,Fresh Produce,Vegetables,900.0,10 kg,/api/placeholder/200/200,active,100
Sona Masoori Premium Kurnool Rice (Biyyam) : 5 kgs,Fresh Produce,Vegetables,500.0,5 kg,/api/placeholder/200/200,active,100
VSR Sona Masuri Rice : 5 kgs,Fresh Produce,Vegetables,470.0,5 kg,/api/placeholder/200/200,active,100
VSR Sona Masuri Rice : 10 kgs,Fresh Produce,Vegetables,930.0,10 kg,/api/placeholder/200/200,active,100
Daawat Rozana Super Basmati Rice (Biyyam) : 5 kgs,Fresh Produce,Vegetables,495.0,5 kg,/api/placeholder/200/200,active,100
Daawat Devaaya Basmati Rice (Biyyam) : 5 kgs,Fresh Produce,Vegetables,845.0,5 kg,/api/placeholder/200/200,active,100
India Gate Basmati Rice - Feast Rozzana (Biyyam) : 1 kg,Fresh Produce,Vegetables,118.0,1 kg,/api/placeholder/200/200,active,100
Daawat Super Basmati Rice (Biyyam) : 1 kg,Fresh Produce,Vegetables,200.0,1 kg,/api/placeholder/200/200,active,100
Daawat Rozana Basmati Rice - Gold (Biyyam) : 5 kgs,Fresh Produce,Vegetables,600.0,5 kg,/api/placeholder/200/200,active,100
India Gate Basmati Rice - Classic (Biyyam) : 5 kgs,Fresh Produce,Vegetables,1255.0,5 kg,/api/placeholder/200/200,active,100
Daawat Pulav Basmati Rice (Biyyam) : 1 kg,Fresh Produce,Vegetables,177.0,1 kg,/api/placeholder/200/200,active,100
Daawat Traditional Basmati Rice (Biyyam) : 1 kg,Fresh Produce,Vegetables,250.0,1 kg,/api/placeholder/200/200,active,100
