name,category,subcategory,price,unit,image,status,stock_count
Kohinoor Super Value Basmati Rice (Biyyam) : 1 kg,Fresh Produce,Vegetables,199.0,1 kg,/api/placeholder/200/200,active,100
Devaaya Biryani Basmati Rice (Biyyam) : 1 kg,Fresh Produce,Vegetables,250.0,1 kg,/api/placeholder/200/200,active,100
Brown Rice (Biyyam) : 5 kgs,Fresh Produce,Vegetables,450.0,5 kg,/api/placeholder/200/200,active,100
Pansari Royal Basmati Rice : 1 kg,Fresh Produce,Vegetables,230.0,1 kg,/api/placeholder/200/200,active,100
24 Mantra Organic Sonamasuri Brown Rice (Biyyam) : 1 kg,Fresh Produce,Vegetables,125.0,1 kg,/api/placeholder/200/200,active,100
DMart Premia Red Rice (Biyyam) : 1 kg,Fresh Produce,Vegetables,87.0,1 kg,/api/placeholder/200/200,active,100
Gajanan Silver GB JSR Premium Rice : 26 kgs,Fresh Produce,Vegetables,2210.0,26 kg,/api/placeholder/200/200,active,100
Parry's Sona Masoori Steam Rice Deluxe : 10 kg,Fresh Produce,Vegetables,960.0,10 kg,/api/placeholder/200/200,active,100
Parry's Sona Masoori Steam Rice Deluxe : 5 kg,Fresh Produce,Vegetables,480.0,5 kg,/api/placeholder/200/200,active,100
Parry's HMT Rice Deluxe : 5 kg,Fresh Produce,Vegetables,480.0,5 kg,/api/placeholder/200/200,active,100
Parry's HMT Rice Deluxe : 10 kg,Fresh Produce,Vegetables,960.0,10 kg,/api/placeholder/200/200,active,100
VSR Kurnool Rice : 10 kgs,Fresh Produce,Vegetables,950.0,10 kg,/api/placeholder/200/200,active,100
VSR Kurnool Rice : 5 kgs,Fresh Produce,Vegetables,490.0,5 kg,/api/placeholder/200/200,active,100
Tata Sampann Poha (Atukulu) : 500 gms,Fresh Produce,Vegetables,53.0,500 g,/api/placeholder/200/200,active,100
Organic Tattva Red Poha : 500 gms,Fresh Produce,Vegetables,99.0,500 g,/api/placeholder/200/200,active,100
Pro Nature 100% Organic Red Beaten Rice (Red Poha) : 500 gm,Fresh Produce,Vegetables,89.0,500 g,/api/placeholder/200/200,active,100
24 Mantra Organic Poha (Atukulu) : 500 gms,Fresh Produce,Vegetables,85.0,500 g,/api/placeholder/200/200,active,100
Vijay Premium Murmura (Puffed Rice) : 500 gms,Fresh Produce,Vegetables,60.0,500 g,/api/placeholder/200/200,active,100
Farmley Premium Pumpkin Seeds : 200 gms,Fresh Produce,Vegetables,259.0,200 g,/api/placeholder/200/200,active,100
Farmley Premium Sunflower Seeds : 200 gms,Fresh Produce,Vegetables,159.0,200 g,/api/placeholder/200/200,active,100
Nutraj Cardamom  (Elaichi) : 50 gm,Fresh Produce,Vegetables,300.0,50 g,/api/placeholder/200/200,active,100
DMart Premia Grated Dry Coconut : 200 gms,Fresh Produce,Vegetables,114.0,200 g,/api/placeholder/200/200,active,100
Farmley Premium Chia Seeds : 200 gms,Fresh Produce,Vegetables,199.0,200 g,/api/placeholder/200/200,active,100
DMart Premia Ajma (Vamu) : 200 gms,Fresh Produce,Vegetables,104.0,200 g,/api/placeholder/200/200,active,100
Tamarind : 500 gms,Fresh Produce,Vegetables,110.0,500 g,/api/placeholder/200/200,active,100
DMart Premia Chilli Guntur Stemless : 100 gms,Fresh Produce,Vegetables,53.0,100 g,/api/placeholder/200/200,active,100
Kitchen King Imli (Chinthapandu) : 500 gms,Fresh Produce,Vegetables,125.0,500 g,/api/placeholder/200/200,active,100
Granny's Cake Tamarind : 1 kg,Fresh Produce,Vegetables,246.0,1 kg,/api/placeholder/200/200,active,100
Kitchen King Emli (Chinthapandu) : 1 kg,Fresh Produce,Vegetables,240.0,1 kg,/api/placeholder/200/200,active,100
Granny's Cake Tamarind : 500 gms,Fresh Produce,Vegetables,124.0,500 g,/api/placeholder/200/200,active,100
Everest Saffron (Kesar) : 0.5 gms,Fresh Produce,Vegetables,210.0,5 g,/api/placeholder/200/200,active,100
Pro Nature 100% Organic Black Pepper (Whole) : 100 gm,Fresh Produce,Vegetables,210.0,100 g,/api/placeholder/200/200,active,100
Ready Tamarind : 500 gms,Fresh Produce,Vegetables,155.0,500 g,/api/placeholder/200/200,active,100
Ready Tamarind : 1 kg,Fresh Produce,Vegetables,308.0,1 kg,/api/placeholder/200/200,active,100
Nutraj Cardamom  (Elaichi) : 20 gm,Fresh Produce,Vegetables,120.0,20 g,/api/placeholder/200/200,active,100
Pro Nature 100% Organic Mustard (Small) : 200 gm,Fresh Produce,Vegetables,84.0,200 g,/api/placeholder/200/200,active,100
Pro Nature Classic Sesame (White Natural) : 200 gm,Fresh Produce,Vegetables,142.0,200 g,/api/placeholder/200/200,active,100
Pro Nature Red Chilli Whole Hot : 100 g,Fresh Produce,Vegetables,146.0,100 g,/api/placeholder/200/200,active,100
Pro Nature Cumin Whole : 250 g,Fresh Produce,Vegetables,375.0,250 g,/api/placeholder/200/200,active,100
Pro Nature 100% Organic Fenugreek (Methi) : 200 gm,Fresh Produce,Vegetables,86.0,200 g,/api/placeholder/200/200,active,100
Pro Nature 100% Organic Cinnamon Bark : 50 gm,Fresh Produce,Vegetables,85.0,50 g,/api/placeholder/200/200,active,100
Pro Nature 100% Organic Cumin (Whole) : 100 gm,Fresh Produce,Vegetables,176.0,100 g,/api/placeholder/200/200,active,100
Pro Nature 100% Organic Coriander (Whole) : 200 gm,Fresh Produce,Vegetables,119.0,200 g,/api/placeholder/200/200,active,100
Farmley Chia Seeds : 1 kg,Fresh Produce,Vegetables,1199.0,1 kg,/api/placeholder/200/200,active,100
Nutraj Pumpkin Seeds Pouch : 100 g,Fresh Produce,Vegetables,99.0,100 g,/api/placeholder/200/200,active,100
Nutraj Watermelon Seeds Pouch : 100 g,Fresh Produce,Vegetables,149.0,100 g,/api/placeholder/200/200,active,100
Farmley Quinoa Seeds (Ready to Cook) : 500 g,Fresh Produce,Vegetables,300.0,500 g,/api/placeholder/200/200,active,100
Pro Nature Cardamom (Small) : 50 g,Fresh Produce,Vegetables,465.0,50 g,/api/placeholder/200/200,active,100
Everest Tikhalal Chilli Powder : 200 gms,Fresh Produce,Vegetables,120.0,200 g,/api/placeholder/200/200,active,100
DMart Premia Extra Strong Hing Powder : 100 gms,Fresh Produce,Vegetables,190.0,100 g,/api/placeholder/200/200,active,100
Everest Garam Masala : 100 gms,Fresh Produce,Vegetables,100.0,100 g,/api/placeholder/200/200,active,100
Everest Turmeric Powder : 200 gms,Fresh Produce,Vegetables,92.0,200 g,/api/placeholder/200/200,active,100
Everest Kitchen King Masala : 100 gms,Fresh Produce,Vegetables,90.0,100 g,/api/placeholder/200/200,active,100
LG Hing : 100 gms,Fresh Produce,Vegetables,182.0,100 g,/api/placeholder/200/200,active,100
Everest Shahi Biryani Masala : 50 gms,Fresh Produce,Vegetables,83.0,50 g,/api/placeholder/200/200,active,100
Everest Coriander Powder : 500 gms,Fresh Produce,Vegetables,190.0,500 g,/api/placeholder/200/200,active,100
DMart Healthy Choice Roasted Watermelon Seeds : 100 gms,Fresh Produce,Vegetables,225.0,100 g,/api/placeholder/200/200,active,100
Everest Chhole Masala : 100 gms,Fresh Produce,Vegetables,88.0,100 g,/api/placeholder/200/200,active,100
DMart Premia Red Chilli Powder : 200 gms,Fresh Produce,Vegetables,91.0,200 g,/api/placeholder/200/200,active,100
DMart Healthy Choice Roasted Pumpkin Seeds : 100 gms,Fresh Produce,Vegetables,168.0,100 g,/api/placeholder/200/200,active,100
Aashirvaad Chilli Powder : 500 gms,Fresh Produce,Vegetables,250.0,500 g,/api/placeholder/200/200,active,100
MTR Sambar Powder : 200 gms,Fresh Produce,Vegetables,150.0,200 g,/api/placeholder/200/200,active,100
Everest Chicken Masala : 50 gms,Fresh Produce,Vegetables,48.0,50 g,/api/placeholder/200/200,active,100
Everest Sambhar Masala : 50 gms,Fresh Produce,Vegetables,42.0,50 g,/api/placeholder/200/200,active,100
Everest Yellow Hing Powder : 100 gms,Fresh Produce,Vegetables,190.0,100 g,/api/placeholder/200/200,active,100
DMart Healthy Choice Chia Seeds : 100 gms,Fresh Produce,Vegetables,132.0,100 g,/api/placeholder/200/200,active,100
Everest Meat Masala : 100 gms,Fresh Produce,Vegetables,92.0,100 g,/api/placeholder/200/200,active,100
DMart Healthy Choice Roasted Sunflower Seeds : 100 gms,Fresh Produce,Vegetables,103.0,100 g,/api/placeholder/200/200,active,100
Jalaram Brand Cardamom Powder : 20 gms,Fresh Produce,Vegetables,140.0,20 g,/api/placeholder/200/200,active,100
Aachi Chicken Masala Powder : 100 gms,Fresh Produce,Vegetables,50.0,100 g,/api/placeholder/200/200,active,100
DMart Premia Garam Masala Whole  : 100 gms,Fresh Produce,Vegetables,136.0,100 g,/api/placeholder/200/200,active,100
DMart Premia Amchur : 100 gms,Fresh Produce,Vegetables,43.0,100 g,/api/placeholder/200/200,active,100
MTR Puliogare Powder : 100 gms,Fresh Produce,Vegetables,70.0,100 g,/api/placeholder/200/200,active,100
MTR Chilli Powder : 500 gms,Fresh Produce,Vegetables,250.0,500 g,/api/placeholder/200/200,active,100
Everest Tandoori Chicken Masala : 100 gms,Fresh Produce,Vegetables,92.0,100 g,/api/placeholder/200/200,active,100
Swastik Mirch Powder : 500 gms,Fresh Produce,Vegetables,205.0,500 g,/api/placeholder/200/200,active,100
Aashirvaad Turmeric Powder : 200 gms,Fresh Produce,Vegetables,80.0,200 g,/api/placeholder/200/200,active,100
Everest Black Pepper Powder : 50 gms,Fresh Produce,Vegetables,78.0,50 g,/api/placeholder/200/200,active,100
Aachi Garam Masala Powder : 50 gms,Fresh Produce,Vegetables,34.0,50 g,/api/placeholder/200/200,active,100
Everest Dry Mango Powder : 100 gms,Fresh Produce,Vegetables,96.0,100 g,/api/placeholder/200/200,active,100
Everest Pani Puri Masala : 50 gms,Fresh Produce,Vegetables,40.0,50 g,/api/placeholder/200/200,active,100
Everest Sabji Masala : 50 gms,Fresh Produce,Vegetables,38.0,50 g,/api/placeholder/200/200,active,100
Everest Hingraj Powder : 50 gms,Fresh Produce,Vegetables,143.0,50 g,/api/placeholder/200/200,active,100
MTR Rasam Powder : 100 gms,Fresh Produce,Vegetables,85.0,100 g,/api/placeholder/200/200,active,100
Aachi Sambar Powder : 100 gms,Fresh Produce,Vegetables,46.0,100 g,/api/placeholder/200/200,active,100
Surya Chilli Powder : 500 gms,Fresh Produce,Vegetables,260.0,500 g,/api/placeholder/200/200,active,100
Eastern Turmeric Powder : 500 gms,Fresh Produce,Vegetables,185.0,500 g,/api/placeholder/200/200,active,100
Three Mango Pickle Mirch Powder : 500 gms,Fresh Produce,Vegetables,408.0,500 g,/api/placeholder/200/200,active,100
Surya Turmeric Powder : 500 gms,Fresh Produce,Vegetables,210.0,500 g,/api/placeholder/200/200,active,100
Bambino Red Chilli Powder : 500 gms,Fresh Produce,Vegetables,280.0,500 g,/api/placeholder/200/200,active,100
MTR Spicy Sambar Masala Powder : 200 gms,Fresh Produce,Vegetables,150.0,200 g,/api/placeholder/200/200,active,100
Goldiee Red Chilli Powder Pouch : 500 gms,Fresh Produce,Vegetables,163.0,500 g,/api/placeholder/200/200,active,100
Eastern Chilli Powder : 500 gms,Fresh Produce,Vegetables,250.0,500 g,/api/placeholder/200/200,active,100
DMart Premia Chaat Masala : 100 gms,Fresh Produce,Vegetables,44.0,100 g,/api/placeholder/200/200,active,100
Everest Hingraj Powder Red : 100 gms,Fresh Produce,Vegetables,275.0,100 g,/api/placeholder/200/200,active,100
Goldiee Turmeric Powder Pouch : 500 gms,Fresh Produce,Vegetables,189.0,500 g,/api/placeholder/200/200,active,100
Aachi Cooking Turmeric Powder : 100 gms,Fresh Produce,Vegetables,42.0,100 g,/api/placeholder/200/200,active,100
Jalaram Brand Cinnamon Powder : 50 gms,Fresh Produce,Vegetables,75.0,50 g,/api/placeholder/200/200,active,100
Aachi Biriyani Masala Powder : 50 gms,Fresh Produce,Vegetables,38.0,50 g,/api/placeholder/200/200,active,100
MTR Special Garam Masala : 50 gms,Fresh Produce,Vegetables,55.0,50 g,/api/placeholder/200/200,active,100
Goldiee Kashmiri Mirch Powder : 100 gms,Fresh Produce,Vegetables,110.0,100 g,/api/placeholder/200/200,active,100
Aashirvaad Masala Karam : 200 gm,Fresh Produce,Vegetables,150.0,200 g,/api/placeholder/200/200,active,100
Aashirvaad Coriander Powder : 500 gms,Fresh Produce,Vegetables,230.0,500 g,/api/placeholder/200/200,active,100
Jalaram Brand Black Pepper Powder : 50 gms,Fresh Produce,Vegetables,85.0,50 g,/api/placeholder/200/200,active,100
DMart Premia Chicken Masala : 100 gms,Fresh Produce,Vegetables,46.0,100 g,/api/placeholder/200/200,active,100
Goldiee Coriander Powder Pouch : 500 gms,Fresh Produce,Vegetables,114.0,500 g,/api/placeholder/200/200,active,100
Snapin Cardamom Powder : 15 gm,Fresh Produce,Vegetables,59.0,15 g,/api/placeholder/200/200,active,100
Jalaram Brand Tea Masala with Saffron : 20 gms,Fresh Produce,Vegetables,60.0,20 g,/api/placeholder/200/200,active,100
Rajini Tamarind Cake : 500 gms,Fresh Produce,Vegetables,191.0,500 g,/api/placeholder/200/200,active,100
Swastik Haldi Powder : 500 gms,Fresh Produce,Vegetables,208.0,500 g,/api/placeholder/200/200,active,100
Goldiee Garam Masala : 100 gms,Fresh Produce,Vegetables,102.0,100 g,/api/placeholder/200/200,active,100
Surya Coriander Powder : 500 gms,Fresh Produce,Vegetables,200.0,500 g,/api/placeholder/200/200,active,100
Goldiee Chat Masala : 100 gms,Fresh Produce,Vegetables,72.0,100 g,/api/placeholder/200/200,active,100
Goldiee Chicken Masala : 100 gms,Fresh Produce,Vegetables,82.0,100 g,/api/placeholder/200/200,active,100
Shan Tandoori Barbeque Masala : 50 gms,Fresh Produce,Vegetables,90.0,50 g,/api/placeholder/200/200,active,100
Shan Chicken Masala : 50 gms,Fresh Produce,Vegetables,90.0,50 g,/api/placeholder/200/200,active,100
Goldiee Kitchen King Masala : 100 gms,Fresh Produce,Vegetables,88.0,100 g,/api/placeholder/200/200,active,100
Goldiee Pavbhaji Masala : 100 gms,Fresh Produce,Vegetables,82.0,100 g,/api/placeholder/200/200,active,100
Shan Nihari Masala : 60 gms,Fresh Produce,Vegetables,90.0,60 g,/api/placeholder/200/200,active,100
Goldiee Sabji Masala : 100 gms,Fresh Produce,Vegetables,64.0,100 g,/api/placeholder/200/200,active,100
DMart Premia Sambar Powder : 100 gms,Fresh Produce,Vegetables,38.0,100 g,/api/placeholder/200/200,active,100
Shan Chicken Tikka Masala : 50 gms,Fresh Produce,Vegetables,90.0,50 g,/api/placeholder/200/200,active,100
Shan Korma Masala : 50 gms,Fresh Produce,Vegetables,90.0,50 g,/api/placeholder/200/200,active,100
Goldiee Meat Masala Special : 100 gms,Fresh Produce,Vegetables,86.0,100 g,/api/placeholder/200/200,active,100
Goldiee Chhole Masala : 100 gms,Fresh Produce,Vegetables,88.0,100 g,/api/placeholder/200/200,active,100
Swastik Dhania Powder : 500 gms,Fresh Produce,Vegetables,158.0,500 g,/api/placeholder/200/200,active,100
Snapin Cinnamon Powder : 25 gm,Fresh Produce,Vegetables,49.0,25 g,/api/placeholder/200/200,active,100
Surya Garam Masala : 50 gms,Fresh Produce,Vegetables,46.0,50 g,/api/placeholder/200/200,active,100
Shan Achar Gosht Masala : 50 gms,Fresh Produce,Vegetables,90.0,50 g,/api/placeholder/200/200,active,100
Shan Karahi Gosht Masala : 50 gms,Fresh Produce,Vegetables,90.0,50 g,/api/placeholder/200/200,active,100
Tata Sampann Garam Masala : 100 gms,Fresh Produce,Vegetables,105.0,100 g,/api/placeholder/200/200,active,100
Shan Tikka Masala : 50 gms,Fresh Produce,Vegetables,90.0,50 g,/api/placeholder/200/200,active,100
Surya Chicken Masala : 50 gms,Fresh Produce,Vegetables,46.0,50 g,/api/placeholder/200/200,active,100
Snapin Kashmiri Chilli Paprika : 40 gms,Fresh Produce,Vegetables,99.0,40 g,/api/placeholder/200/200,active,100
TDH Rishika Karvepaku Kara Podi : 100 gm,Fresh Produce,Vegetables,64.0,100 g,/api/placeholder/200/200,active,100
Srivari Madras Sambar Masala : 100 gm,Fresh Produce,Vegetables,76.0,100 g,/api/placeholder/200/200,active,100
TDH Rishika Kandi Kara Podi : 100 gm,Fresh Produce,Vegetables,64.0,100 g,/api/placeholder/200/200,active,100
Surya Pani Puri Masala : 50 gms,Fresh Produce,Vegetables,44.0,50 g,/api/placeholder/200/200,active,100
Everest Rasam Masala Powder : 100 gms,Fresh Produce,Vegetables,71.0,100 g,/api/placeholder/200/200,active,100
Srivari Garam Masala : 100 gm,Fresh Produce,Vegetables,90.0,100 g,/api/placeholder/200/200,active,100
Srivari Mutton Masala : 100 gm,Fresh Produce,Vegetables,80.0,100 g,/api/placeholder/200/200,active,100
Srivari Chilli Powder : 500 gm,Fresh Produce,Vegetables,279.0,500 g,/api/placeholder/200/200,active,100
Srivari Chilli Powder : 200 gm,Fresh Produce,Vegetables,110.0,200 g,/api/placeholder/200/200,active,100
TDH Rishika Chilli Powder : 500 g,Fresh Produce,Vegetables,225.0,500 g,/api/placeholder/200/200,active,100
Srivari Turmeric Powder : 200 gm,Fresh Produce,Vegetables,105.0,200 g,/api/placeholder/200/200,active,100
Srivari Turmeric Powder : 500 gm,Fresh Produce,Vegetables,225.0,500 g,/api/placeholder/200/200,active,100
TDH Rishika Turmaric Powder : 500 g,Fresh Produce,Vegetables,180.0,500 g,/api/placeholder/200/200,active,100
Srivari Coriander Powder : 200 gm,Fresh Produce,Vegetables,95.0,200 g,/api/placeholder/200/200,active,100
Srivari Coriander Powder : 500 gm,Fresh Produce,Vegetables,225.0,500 g,/api/placeholder/200/200,active,100
TDH Rishika Coriander Powder : 500 g,Fresh Produce,Vegetables,120.0,500 g,/api/placeholder/200/200,active,100
Smith & Jones Ginger Garlic Paste : 200 gms,Fresh Produce,Vegetables,50.0,200 g,/api/placeholder/200/200,active,100
Mother's Recipe Ginger Garlic Paste : 200 gms,Fresh Produce,Vegetables,50.0,200 g,/api/placeholder/200/200,active,100
Weikfield Baking Powder : 100 gms,Fresh Produce,Vegetables,36.0,100 g,/api/placeholder/200/200,active,100
Mother's Recipe Tamarind Paste : 300 gms,Fresh Produce,Vegetables,76.0,300 g,/api/placeholder/200/200,active,100
Mother's Recipe Samosa Chutney : 200 gms,Fresh Produce,Vegetables,60.0,200 g,/api/placeholder/200/200,active,100
Jalaram Kesar (Saffron) : 1 gm,Fresh Produce,Vegetables,395.0,1 g,/api/placeholder/200/200,active,100
Keya Piri Piri : 80 gms,Fresh Produce,Vegetables,119.0,80 g,/api/placeholder/200/200,active,100
Keya Wonder Hot Red Chilli Flakes: 40 gms,Fresh Produce,Vegetables,99.0,40 g,/api/placeholder/200/200,active,100
Keya Oregano : 7 gms,Fresh Produce,Vegetables,109.0,7 g,/api/placeholder/200/200,active,100
DMart Premia Red Chilli Flakes : 50 gms,Fresh Produce,Vegetables,50.0,50 g,/api/placeholder/200/200,active,100
Snapin Mixed Herbs : 20 gms,Fresh Produce,Vegetables,99.0,20 g,/api/placeholder/200/200,active,100
DMart Premia Oregano Seasoning : 50 g,Fresh Produce,Vegetables,54.0,50 g,/api/placeholder/200/200,active,100
Keya Pizza Seasoning : 40 gms,Fresh Produce,Vegetables,139.0,40 g,/api/placeholder/200/200,active,100
Snapin Piri Piri Mix : 50 gms,Fresh Produce,Vegetables,99.0,50 g,/api/placeholder/200/200,active,100
Snapin Cheesy Garlic Bread Mix : 45 gms,Fresh Produce,Vegetables,99.0,45 g,/api/placeholder/200/200,active,100
Snapin Regular Oregano Seasoning Sachet : 10 gms,Fresh Produce,Vegetables,10.0,10 g,/api/placeholder/200/200,active,100
Snapin Regular Chilli Flakes Sachet : 7 gms,Fresh Produce,Vegetables,10.0,7 g,/api/placeholder/200/200,active,100
Snapin Piri Piri Mix Sachet : 12 gms,Fresh Produce,Vegetables,10.0,12 g,/api/placeholder/200/200,active,100
Snapin Piri Piri Mix : 15 gms,Fresh Produce,Vegetables,59.0,15 g,/api/placeholder/200/200,active,100
Raj Flavours Essence - Pineapple : 30 ml,Fresh Produce,Vegetables,42.0,30 ml,/api/placeholder/200/200,active,100
Raj Flavours Essence - Chocolate : 30 ml,Fresh Produce,Vegetables,42.0,30 ml,/api/placeholder/200/200,active,100
Raj Flavours Essence - Butterscotch : 30 ml,Fresh Produce,Vegetables,42.0,30 ml,/api/placeholder/200/200,active,100
Puro Healthy Salt : 1 kg,Fresh Produce,Vegetables,110.0,,/api/placeholder/200/200,active,100
Tata Rock Salt : 1 kg,Fresh Produce,Vegetables,99.0,,/api/placeholder/200/200,active,100
Tata Salt Lite - Low Sodium Iodised : 1 kg,Fresh Produce,Vegetables,50.0,1 kg,/api/placeholder/200/200,active,100
Rock Salt : 1 kg,Fresh Produce,Vegetables,99.0,1 kg,/api/placeholder/200/200,active,100
Tata Iodised Crystal Salt : 1 kg,Fresh Produce,Vegetables,22.0,1 kg,/api/placeholder/200/200,active,100
Aashirvaad Iodized Crystal Salt : 1 kg,Fresh Produce,Vegetables,22.0,1 kg,/api/placeholder/200/200,active,100
Puro Crystal Healthy Salt : 1 kg,Fresh Produce,Vegetables,135.0,1 kg,/api/placeholder/200/200,active,100
Himalayan Pink Rock Salt (Sendha Namak) : 1 kg,Fresh Produce,Vegetables,110.0,,/api/placeholder/200/200,active,100
Madhur Pure & Hygienic Sugar : 1 kg,Fresh Produce,Vegetables,65.0,1 kg,/api/placeholder/200/200,active,100
Parry's White Label Sugar : 5 kgs,Fresh Produce,Vegetables,300.0,5 kg,/api/placeholder/200/200,active,100
Organic Tattva Sugar : 1 kg,Fresh Produce,Vegetables,160.0,1 kg,/api/placeholder/200/200,active,100
Parry's White Label Sugar : 1 kg,Fresh Produce,Vegetables,60.0,1 kg,/api/placeholder/200/200,active,100
Madhur Pure & Hygienic Sulphurless Sugar : 5 kgs,Fresh Produce,Vegetables,315.0,5 kg,/api/placeholder/200/200,active,100
Organic Tattva Brown Sugar : 500 gms,Fresh Produce,Vegetables,90.0,500 g,/api/placeholder/200/200,active,100
Parry's Amrit Brown Bura Sugar : 500 gms,Fresh Produce,Vegetables,50.0,500 g,/api/placeholder/200/200,active,100
24 Mantra Organic Sugar : 1 kg,Fresh Produce,Vegetables,145.0,1 kg,/api/placeholder/200/200,active,100
Parry's Pure Refined Sugar : 1 kg,Fresh Produce,Vegetables,70.0,1 kg,/api/placeholder/200/200,active,100
Parry's Gold Premium Brown Sugar : 500 g,Fresh Produce,Vegetables,40.0,500 g,/api/placeholder/200/200,active,100
Pro Nature 100% Organic Brown Sugar : 1 kg,Fresh Produce,Vegetables,154.0,1 kg,/api/placeholder/200/200,active,100
Pro Nature Organic Brown Sugar : 500 g,Fresh Produce,Vegetables,78.0,500 g,/api/placeholder/200/200,active,100
Sugar Free Gold Pellets : 500 Pellets,Fresh Produce,Vegetables,310.0,,/api/placeholder/200/200,active,100
Sugar Free Gold Powder : 100 gms,Fresh Produce,Vegetables,159.0,100 g,/api/placeholder/200/200,active,100
Sugar Free Natura Pellets : 500 Pellets,Fresh Produce,Vegetables,310.0,,/api/placeholder/200/200,active,100
Sugar Free Natura Powder : 100 gms,Fresh Produce,Vegetables,159.0,100 g,/api/placeholder/200/200,active,100
Relish Diet Sugar Powder Jar : 1 kg,Fresh Produce,Vegetables,375.0,1 kg,/api/placeholder/200/200,active,100
Pitambari Ruchiyana Jaggery Powder : 500 g,Fresh Produce,Vegetables,85.0,500 g,/api/placeholder/200/200,active,100
Paawak Jaggery Cubes Jar : 500 gms,Fresh Produce,Vegetables,110.0,500 g,/api/placeholder/200/200,active,100
Parry's Amrit Jaggery Powder : 500 gms,Fresh Produce,Vegetables,55.0,500 g,/api/placeholder/200/200,active,100
Kastoori Jaggery Powder : 1 kg,Fresh Produce,Vegetables,125.0,1 kg,/api/placeholder/200/200,active,100
Organic Tattva Jaggery Powder : 500 gms,Fresh Produce,Vegetables,90.0,500 g,/api/placeholder/200/200,active,100
Patanjali Madhuram Jaggery Powder : 1 kg,Fresh Produce,Vegetables,85.0,1 kg,/api/placeholder/200/200,active,100
Bellam Pakam Chikki Gud : 900 gms,Fresh Produce,Vegetables,90.0,900 g,/api/placeholder/200/200,active,100
